                sˈɑ̃ : s'en, cent, sans, san, cents, sent, sang
                vwˈa : voies, voit, voix, voie, voient, vois
                kˈɛl : quelles, qu'elles, quelle, quels, quel, qu'elle
                 dˈi : dits, die, di, dis, dit, d'y
                  ˈo : eau, haut, eaux, aux, hauts, au
             akɔʁdˈe : accordés, accordé, accordée, accorder, accordées
          kɔ̃sideʁˈe : considéré, considérées, considérée, considérer, considérés
             anɔ̃sˈe : annoncées, annoncer, annoncés, annoncé, annoncée
            pʁɔpozˈe : proposer, proposées, proposé, proposée, proposés
                klˈe : clefs, clé, claes, clés, clef
            ʁezɛʁvˈe : réservée, réservés, réserver, réservé, réservées
                kˈɑ̃ : qu'en, camps, quand, quant, camp
                 nˈe : nez, nés, née, né, n'ai
              lɑ̃sˈe : lancés, lancé, lancées, lancée, lancer
            ɛ̃teɡʁˈe : intégrer, intégrées, intégrée, intégrés, intégré
            ɛ̃vɛstˈi : investi, investie, investies, investit, investis
             aplikˈe : appliqué, appliquées, appliquer, appliquée, appliqués
         ʁəpʁezɑ̃tˈe : représenté, représentées, représentée, représenter, représentés
           ɛ̃teʁɛsˈe : intéressées, intéressé, intéressée, intéressés, intéresser
               pɛjˈe : payée, payées, payé, payés, payer
              fiksˈe : fixée, fixé, fixées, fixer, fixés
                sˈɑ̃ : s'en, cent, sans, san, cents, sent, sang
                vwˈa : voies, voit, voix, voie, voient, vois
                kˈɛl : quelles, qu'elles, quelle, quels, quel, qu'elle
                 dˈi : dits, die, di, dis, dit, d'y
                  ˈo : eau, haut, eaux, aux, hauts, au
             akɔʁdˈe : accordés, accordé, accordée, accorder, accordées
          kɔ̃sideʁˈe : considéré, considérées, considérée, considérer, considérés
             anɔ̃sˈe : annoncées, annoncer, annoncés, annoncé, annoncée
            pʁɔpozˈe : proposer, proposées, proposé, proposée, proposés
                klˈe : clefs, clé, claes, clés, clef
            ʁezɛʁvˈe : réservée, réservés, réserver, réservé, réservées
                kˈɑ̃ : qu'en, camps, quand, quant, camp
                 nˈe : nez, nés, née, né, n'ai
              lɑ̃sˈe : lancés, lancé, lancées, lancée, lancer
            ɛ̃teɡʁˈe : intégrer, intégrées, intégrée, intégrés, intégré
            ɛ̃vɛstˈi : investi, investie, investies, investit, investis
             aplikˈe : appliqué, appliquées, appliquer, appliquée, appliqués
         ʁəpʁezɑ̃tˈe : représenté, représentées, représentée, représenter, représentés
           ɛ̃teʁɛsˈe : intéressées, intéressé, intéressée, intéressés, intéresser
               pɛjˈe : payée, payées, payé, payés, payer
              fiksˈe : fixée, fixé, fixées, fixer, fixés
           ɔʁɡanizˈe : organisée, organiser, organisé, organisées, organisés
            ytilizˈe : utiliser, utilisées, utilisé, utilisés, utilisée
               aʃtˈe : achetée, acheté, achetées, acheter, achetés
                vˈɛʁ : verres, vers, vert, verts, verre
               kʁeˈe : créé, créer, créées, créés, créée
             limitˈe : limitées, limités, limiter, limitée, limité
         pʁivileʒjˈe : privilégiés, privilégiées, privilégié, privilégier, privilégiée
            ʁealizˈe : réaliser, réalisé, réalisées, réalisés, réalisée
              ʃaʁʒˈe : chargée, chargé, chargées, charger, chargés
              plasˈe : placer, placé, placées, placée, placés
             adaptˈe : adaptés, adaptée, adaptées, adapter, adapté
            ɛ̃stalˈe : installée, installer, installées, installés, installé
              sityˈe : situer, situées, situés, située, situé
            devlɔpˈe : développer, développés, développé, développées, développée
          ɑ̃ʁʒistʁˈe : enregistrée, enregistré, enregistrés, enregistrer, enregistrées
            efɛktyˈe : effectués, effectuée, effectuées, effectuer, effectué
                 ˈɛl : elle, ailes, elles, el, l
             etablˈi : établis, établie, établies, établit, établi
             pybliˈe : publiée, publiés, publier, publiées, publié
               kˈɔ̃t : compte, comptes, conte, comptent, comte
               aplˈe : appelée, appelé, appelées, appeler, appelés
               pasˈe : passée, passées, passé, passer, passés
                kˈuʁ : courent, courts, court, cour, cours
              vɛʁsˈe : verser, versé, versés, versée, versées
                ʒˈɑ̃ : gens, jeans, jan, jean, j'en
              fuʁnˈi : fournit, fournies, fournie, fourni, fournis
           pʁezɑ̃tˈe : présenté, présentée, présentées, présenter, présentés
             ɛ̃pozˈe : imposée, imposé, imposer, imposées, imposés
               ʒyʒˈe : jugée, jugées, jugé, juger, jugés
            ɡaʁɑ̃tˈi : garanti, garantie, garantis, garantit, garanties
             avɑ̃sˈe : avancer, avancés, avancé, avancée, avancées
               dɔnˈe : donné, donner, donnée, données, donnés
                bˈaʁ : bar, bars, barres, barre, bart
        tʁadisjɔnˈɛl : traditionnelles, traditionnelle, traditionnels, traditionnel
               fˈɔʁʒ : forges
             pʁɔʒˈɛt : projette
          buʁɡmˈɛstʁ : bourgmestre
             ʁətənˈy : retenues
           sɔliditˈe : solidité
          eʃɑ̃tijˈɔ̃ : échantillon
                ʒˈɛt : jette
               ʃəvˈø : cheveux
              deʃˈɛl : d'échelle
             dalmˈaɲ : d'allemagne
             tɔksˈik : toxiques
              vɔlvˈo : volvo
             lɑ̃fˈɑ̃ : l'enfant
               alˈɛ̃ : alain
              dyzˈaʒ : d'usage
              ʁəbˈɔ̃ : rebond
            kɔ̃bˈatʁ : combattre
        pʁɔbabilitˈe : probabilité
             ʁəzˈɛʁv : reserve
          teɔʁikmˈɑ̃ : théoriquement
               dalˈe : d'aller
                sˈaʒ : sage
             nikɔlˈa : nicolas
           lɔksidˈɑ̃ : l'occident
           pʁezɛʁvˈe : préserver
              simˈɛn : siemens
       tʁˈɑ̃tɑ̃dˈɑ̃s : trends-tendances
              kuʁˈɔn : couronne
                tˈɔʁ : tort
             pʁetˈɑ̃ : prétend
              akyzˈe : accusé
               lɔnˈy : l'onu
          neɡliʒˈabl : négligeable
         leʒislatˈiv : législatives
            leʃeˈɑ̃s : l'échéance
                lˈœ̃ : l'un
           tɔleʁˈɑ̃s : tolérance
             adʒwˈɛ̃ : adjoint
            amʁikˈɑ̃ : american
              ʁəflˈɛ : reflet
              puʁvˈy : pourvu
         stanjasjˈɔ̃ : stagnation
             tɛ̃tˈɛ̃ : tintin
          mˈanɪd͡ʒɪŋ : managing
             lɑ̃tʁˈe : l'entrée
               savˈe : savez
            sɛ̃kˈɑ̃t : cinquante
                ʁˈɔ̃ : rond
             ʁətjˈɛ̃ : retient
           ʁɑ̃dˈevˈu : rendez-vous
           advɛʁsˈɛʁ : adversaires
             kyisˈɔ̃ : cuisson
              naʁˈiv : n'arrive
           ˈɛːʁwɛːjz : airways
              fɔʁˈɛm : forem
          ɡʁˈɑ̃plˈas : grand-place
            mefjˈɑ̃s : méfiance
       lɛ̃teɡʁasjˈɔ̃ : l'intégration
              pʁɔmˈi : promis
              ɛ̃pˈoz : impose
         dasɛnismˈɑ̃ : d'assainissement
             ʁəmˈɛtʁ : remettre
             nubliˈe : n'oubliez
              sɛʁvˈi : servi
         pʁɔspɛktˈys : prospectus
             sɛptˈik : sceptiques
        lɛstimasjˈɔ̃ : l'estimation
           laʁɡymˈɑ̃ : l'argument
           minɔʁitˈe : minorité
           pʁetˈɑ̃dʁ : prétendre
              vwajˈe : voyez
              neʃˈap : n'échappe
               saʃˈe : sachez
              ɡaʁˈaʒ : garage
              sɔmˈɛj : sommeil
                 pˈe : p
                bˈœf : boeuf
              kuʁˈaʒ : courage
              ʁəpʁˈi : repris
            libɛʁtˈe : liberté
        kɔɔpeʁasjˈɔ̃ : coopération
         pɔlitisjˈɛ̃ : politiciens
           sakɔ̃pˈaɲ : s'accompagne
       lɔʁiʒinalitˈe : l'originalité
             pɛʁsˈil : persil
        laplikasjˈɔ̃ : l'application
              vɔlˈaj : volaille
              labˈɛl : label
             teɔʁˈik : théorique
              kebˈɛk : québec
             valwˈaʁ : valoir
            pɔlemˈik : polémique
               lanˈe : l'année
            pʁekˈɔ̃t : précompte
              saʒˈiʁ : s'agir
             dəvʁˈɔ̃ : devront
         benefisjˈɑ̃ : bénéficiant
             neɡɔsˈi : négocie
        bˈʌndɛsbˌaŋk : bundesbank
          pʁatikmˈɑ̃ : pratiquement
           ʁəʒwˈɛ̃dʁ : rejoindre
              ɔblˈiʒ : oblige
             nɛstlˈe : nestlé
               ɡʁˈam : grammes
             finmˈɑ̃ : finement
              blɛsˈe : blessés
           libʁəmˈɑ̃ : librement
               avˈɑ̃ : avant
             laktˈœʁ : l'acteur
dubləvˌedubləvˌedubləvˈe : www
           ɛ̃titylˈe : intitulé
               kʁˈim : crime
             blɔkˈaʒ : blocage
              sɔsjˈo : sociaux
            ʒˈɑ̃lˈyk : jean-luc
   minˈistʁpʁezidˈɑ̃ : ministre-président
          dɛ̃tɛʁnˈɛt : d'internet
       lɛkspozisjˈɔ̃ : l'exposition
              ʁɛzˈɛ̃ : raisins
          ʁɪsˈœːʁt͡ʃ : research
             dɔʁmˈiʁ : dormir
             evɔkˈɑ̃ : évoquant
                kˈap : cap
         tʁɑ̃spɔʁtˈe : transporter
          pˈɔʁtmɔnˈɛ : porte-monnaie
            nuʁitˈyʁ : nourriture
          ɛ̃tʁɔdyˈiʁ : introduire
             ʁivʁˈɛ̃ : riverains
             sɛʁvˈɑ̃ : servant
        ʒwˈɛ̃vɑ̃tˈyʁ : joint-venture
       pʁezidɑ̃sjˈɛl : présidentielle
                lˈɛʁ : l'air
       kɔ̃sɛʁtasjˈɔ̃ : concertation
     mɔ̃djalizasjˈɔ̃ : mondialisation
             plafˈɔ̃ : plafond
               lˈaks : l'axe
           mɔdalitˈe : modalités
             kɔ̃vnˈy : convenu
        ʁepaʁtisjˈɔ̃ : répartition
              syʁtˈu : surtout
        deɡʁadasjˈɔ̃ : dégradation
             paʁadˈi : paradis
          dedyksjˈɔ̃ : déduction
           pɛsimˈism : pessimisme
                pˈiʁ : pire
            detɔnˈɑ̃ : d'étonnant
               ʒɔˈɑ̃ : johan
            ʁɑ̃plˈiʁ : remplir
            kɔ̃tnˈiʁ : contenir
              tˈɑ̃pl : temple
                ʁˈyd : rude
              dytʁˈu : dutroux
            ʁəɡʁupˈe : regrouper
               detˈa : d'etat
           planetˈɛʁ : planétaire
            dəmɑ̃dˈɛ : demandait
           bˈɛːʁʁɪŋz : barings
             mikaˈɛl : michael
                mˈal : mal
             kaʁljˈe : carlier
            ɑ̃ɡumˈɑ̃ : engouement
            sɔ̃ptyˈø : somptueux
           kɔlabɔʁˈe : collaborer
          laksjɔnˈɛʁ : l'actionnaire
               sˈawθ : south
               ʁənˈo : renault
            ɛ̃sɑ̃dˈi : incendie
       ɛ̃tɛʁdiksjˈɔ̃ : interdiction
           ɑ̃ɡlətˈɛʁ : angleterre
            ʁidikˈyl : ridicule
          mˈakɪntˌɔʃ : macintosh
             wˈɪliʁm : william
        ladaptasjˈɔ̃ : l'adaptation
                mˈɑ̃ : m'en
            sɛ̃spˈiʁ : s'inspire
               vekˈy : vécu
                tˈaj : taille
        laɡʁikyltˈyʁ : l'agriculture
               wazˈo : oiseaux
              nuʁˈiʁ : nourrir
            ʁəpɔʁtˈe : reporter
                 sˈo : saut
              lɔbʒˈɛ : l'objet
            dezˈastʁ : désastre
            dakeʁˈiʁ : d'acquérir
            djˈuːaːi : dewaay
         levɔlysjˈɔ̃ : l'évolution
       limaʒinasjˈɔ̃ : l'imagination
            dəmøʁˈɑ̃ : demeurant
           sɛ̃skʁˈiʁ : s'inscrire
           kɔ̃keʁˈiʁ : conquérir
           zavɑ̃tˈɛm : zaventem
           ʁasɑ̃blˈe : rassembler
                kˈœ̃ : qu'un
       ˈutʁatlɑ̃tˈik : outre-atlantique
             ɑ̃tuʁˈe : entouré
            ʁəsəvʁˈa : recevra
          ʁəvjɛ̃dʁˈa : reviendra
            syfizˈɑ̃ : suffisant
       dɑ̃sɛnjə-mˈɑ̃ : d'enseignement
               bʁˈij : brille
            lodjˈɑ̃s : l'audience
             ɛ̃sˈist : insiste
         lɛ̃pʁɛsjˈɔ̃ : l'impression
        siʁkylasjˈɔ̃ : circulation
          kɔ̃vɛʁtˈiʁ : convertir
            kɛlkˈɔ̃k : quelconque
              djˈabl : diable
          paʁfɛtmˈɑ̃ : parfaitement
         kʁeativitˈe : créativité
             fiɡyʁˈe : figurer
              ɑ̃sjˈa : ancia
            atlɑ̃tˈa : atlanta
            lɔʁiʒˈin : l'origine
                dˈɔm : d'hommes
            analizˈe : analyser
               amʁˈo : amro
               sˈɔfʁ : s'offre
         ˌɪntœʁbʁˈuː : interbrew
              pekˈɛ̃ : pékin
               sˈɔbʁ : sobre
               ʁˈɔ̃d : ronde
             fevʁiˈe : février
              byfˈɛt : buffett
         mɔdeʁasjˈɔ̃ : modération
             dedyˈiʁ : déduire
               lɔkˈo : locaux
           ʁɔtɛʁdˈam : rotterdam
             bɑ̃kˈɛt : banquette
               puvˈe : pouvez
             malɡʁˈe : malgré
                lˈœj : l'oeil
             ʒaʁɡˈɔ̃ : jargon
            pɔʁtyɡˈɛ : portugais
           ɑ̃sɛnjˈɑ̃ : enseignants
             ʁɛstˈɔ̃ : restons
              sɑ̃tˈe : santé
               sˈufl : souffle
              danjˈo : d'agneau
            pʁɔdˈykt : products
              skˈuːl : school
             lenˈɔʁm : l'énorme
            pʁydˈɑ̃s : prudence
           ʁepaʁtˈiʁ : répartir
           kɔʁɛspˈɔ̃ : correspond
             pˈaʁkɪŋ : parking
              finˈɛs : finesse
             vwajˈɑ̃ : voyant
            kɔ̃tˈɛst : conteste
            elɛktˈœʁ : électeurs
             vitʁˈin : vitrine
           danalˈist : d'analystes
              mɑ̃ʒˈe : manger
         ɛkspʁɛsjˈɔ̃ : expression
          dɔʁɡanizˈe : d'organiser
          pʁɔɡʁɛsˈiv : progressive
               swˈaʁ : soir
         dɑ̃tʁətjˈɛ̃ : d'entretien
              ʃəvˈal : cheval
          kˌɛlkəzˈyn : quelques-unes
           lavɑ̃tˈaʒ : l'avantage
               bʁˈɔs : brosse
             ɡɔɔsˈɛn : goossens
                pˈœʁ : peur
        dispaʁisjˈɔ̃ : disparition
              sˌeˈɛl : cl
          ʁezɛʁvwˈaʁ : réservoir
             davˈɑ̃s : d'avance
         sistematˈik : systématique
             plypˈaʁ : plupart
               kɔʁˈe : corée
              animˈo : animaux
             dalbˈɛʁ : d'albert
         kɔ̃ʒɔ̃ktˈyʁ : conjoncture
            ɔpɔʁtˈœ̃ : opportun
             ʁəɡʁˈɛt : regrette
             devwˈal : dévoile
           mɛʁsedˈɛs : mercedes
         lɔpozisjˈɔ̃ : l'opposition
             vwajˈɔ̃ : voyons
              italˈi : italie
           ɛ̃tɛʁvjˈu : interview
             deʃˈɑ̃ʒ : d'échange
             lalmˈɑ̃ : l'allemand
           ɛ̃sɛʁtˈɛ̃ : incertain
          dɑ̃ɡlətˈɛʁ : d'angleterre
          kɔ̃stʁyˈit : construite
             ˈɛkwɪti : equity
         leʒitimitˈe : légitimité
             vjɔlˈɑ̃ : violent
                dˈik : dyck
               movˈɛ : mauvais
               bˈaŋk : bank
                ʒˈim : jim
             lalkˈɔl : l'alcool
           pasjɑ̃tˈe : patienter
             sumˈɛtʁ : soumettre
               deʃˈɛ : déchets
              tʁˈʌst : trust
             divizˈe : divisé
      ɛ̃dividyɛlmˈɑ̃ : individuellement
              peʁˈil : péril
            tʁuvʁˈɔ̃ : trouveront
              dakˈœj : d'accueil
          deflasjˈɔ̃ : déflation
       pʁezɑ̃tasjˈɔ̃ : présentation
               jˈɔʁk : york
             sɑ̃blˈɛ : semblait
          nɔʁmalmˈɑ̃ : normalement
          ʁepʁɛsjˈɔ̃ : répression
           ɔptimˈism : optimisme
               kɔkˈa : coca
        dɑ̃viʁɔnmˈɑ̃ : d'environnement
         ɛ̃tɛliʒˈɑ̃s : intelligence
             ɑ̃syˈit : ensuite
              ɛʁmˈɑ̃ : herman
             pɛʁdˈɑ̃ : perdant
          fʁɑ̃siskˈo : francisco
               ɡʁˈif : griffe
                bˈyl : bulles
             akeʁˈiʁ : acquérir
           ɛ̃stitˈyt : institute
                vˈɛn : veine
           pʁɔsɛsˈys : processus
          ɛ̃dikatˈif : indicatif
                ʃˈik : chic
             fedeʁˈo : fédéraux
           lɔkyʁˈɑ̃s : l'occurrence
                fˈuʁ : four
              sipˈɛf : sipef
       kɔ̃fiʁmasjˈɔ̃ : confirmation
             ʁəɡʁˈup : regroupe
               elˈas : hélas
          ʁədʁɛsmˈɑ̃ : redressement
                dˈaj : d'ail
            mɔ̃ʁeˈal : montréal
               dekˈo : déco
             melisˈa : mélissa
            sɛksjˈɔ̃ : section
                dˈaʁ : d'art
               tabˈu : tabou
              dypyˈi : dupuis
               vˈɛʁs : verse
             saplˈik : s'applique
          mikʁosˈɔft : microsoft
           lɑ̃bjˈɑ̃s : l'ambiance
                nwˈa : noix
            kʁysjˈal : crucial
           leklɛʁˈaʒ : l'éclairage
             tɛksˈas : texas
             vɑ̃dˈɑ̃ : vendant
           sɛ̃ɡapˈuʁ : singapour
            ʒˈebˈɑ̃k : g-banque
             buʁʒwˈa : bourgeois
              nikkˈɛ : nikkei
         ʁevɔlysjˈɔ̃ : révolution
              abˈɔʁd : aborde
                azˈi : asie
        lɛkspeʁjˈɑ̃s : l'expérience
            ʃiʁyʁʒˈi : chirurgie
            vilvˈɔʁd : vilvorde
             kʁɛjˈɔ̃ : crayon
              malˈin : malines
               klˈod : claude
            ˈəmˈɛːjl : e-mail
         abityɛlmˈɑ̃ : habituellement
         pʁɔspeʁitˈe : prospérité
           abɔʁdˈabl : abordable
             taʁdˈiv : tardive
              ɑ̃ɡlˈɛ : anglais
           labitˈakl : l'habitacle
            tʁɑ̃smˈɛ : transmet
         syɡʒɛstjˈɔ̃ : suggestions
            sɛ̃pozˈe : s'imposer
              puvˈɔ̃ : pouvons
             lapʁˈɔʃ : l'approche
           ɡuvɛʁnˈœʁ : gouverneur
               lwˈɛ̃ : loin
            kɔ̃dyˈiʁ : conduire
          pɛʁmanˈɑ̃s : permanence
           fɛʁməmˈɑ̃ : fermement
                lˈɛn : laine
         atɑ̃tivmˈɑ̃ : attentivement
             sedyˈiʁ : séduire
           lekʁitˈyʁ : l'écriture
                dˈə- : de
          ladɔpsjˈɔ̃ : l'adoption
              masˈiv : massive
                dˈyn : d'une
         səmɛstʁiˈɛl : semestriels
             kɔlʁyˈi : colruyt
            kʁetjˈɛ̃ : chrétien
         limmɔbiljˈe : l'immobilier
            dɔktˈɔbʁ : d'octobre
           myltitˈyd : multitude
              otʁˈiʃ : autriche
       sɛɡmɑ̃tasjˈɔ̃ : segmentation
             vinˈɛɡʁ : vinaigre
       ɛ̃tɛʁkɔmynˈal : intercommunales
              pakˈaʁ : packard
             spadˈɛl : spadel
                  ˈə : e
       lɛ̃dɛksasjˈɔ̃ : l'indexation
             stefˈan : stéphane
         səkʁetaʁjˈa : secrétariat
                lˈiɡ : ligue
           lɛɡzaɡˈɔn : l'hexagone
          ostʁaljˈɛ̃ : australien
             ɔʁizˈɔ̃ : horizon
              taksˈe : taxer
       ɛnθˈawzɪˌazmɪ : enthousiasme
               kɔtˈɛ : cotait
           ɛksplɔʁˈe : explorer
            iʁlɑ̃dˈɛ : irlandais
               eʃˈɛl : échelle
               amˈɔ̃ : amont
              sitˈɔ̃ : citons
              paʁjˈe : parier
          pʁematyʁˈe : prématuré
              lepˈuz : l'épouse
                smˈɛ : smet
            mɔ̃tˈanj : montagnes
              dɔbʒˈɛ : d'objets
           sɔbʁietˈe : sobriété
           nɛtwajˈaʒ : nettoyage
                bˈal : balle
             evidˈɑ̃ : évident
           etˈazynˈi : etats-unis
             sisjˈɔ̃ : scission
           sɑ̃tˈɑ̃dʁ : s'entendre
              kʁwˈaʁ : croire
            ʁəɡaʁdˈe : regarder
           nɔstalʒˈi : nostalgie
               nˈɔfʁ : n'offre
           fɔʁfɛtˈɛʁ : forfaitaire
           tʁavajˈɑ̃ : travaillant
          ɡuʁmɑ̃dˈiz : gourmandise
               ɛtˈil : est-il
              tiʁˈaʒ : tirage
          fiksasjˈɔ̃ : fixation
          apaʁisjˈɔ̃ : apparition
              njˈuːz : news
         ɡastʁɔnɔmˈi : gastronomie
           ɛ̃teɡʁˈal : intégrale
           kanadjˈɛn : canadienne
                 kˈə : que
                ɡˈoʃ : gauche
            ostʁalˈi : australie
      dɛ̃tɛʁvɑ̃sjˈɔ̃ : d'intervention
             lasyʁˈe : l'assuré
               bokˈu : beaucoup
              suɛtˈe : souhaité
             vaksˈɛ̃ : vaccin
              metˈal : métal
               ɔpˈoz : oppose
           sɑ̃bləʁˈɛ : semblerait
              ʒuʁnˈo : journaux
          ʁadjasjˈɔ̃ : radiation
         defavɔʁˈabl : défavorable
           mɛksikˈɛn : mexicaine
             eleɡˈɑ̃ : élégant
             bodwˈɛ̃ : baudouin
          sˈɪtɪbˌaŋk : citibank
               ɛjˈɑ̃ : ayant
               pøʒˈo : peugeot
            favɔʁˈit : favorites
          sutʁɛtˈɑ̃s : sous-traitance
              sɔlˈɛj : soleil
               dəbˈu : debout
             temwˈaɲ : témoigne
           aktivmˈɑ̃ : activement
          dɛɡzɛʁsˈis : d'exercice
               senˈa : sénat
              eʁitˈe : hérité
              somˈɔ̃ : saumon
       alimɑ̃tasjˈɔ̃ : alimentation
             lanˈɔ̃s : l'annonce
       lapʁesjasjˈɔ̃ : l'appréciation
                 mˈa : m'a
           fɛʁɔvjˈɛʁ : ferroviaire
              ɛ̃tˈim : intime
             stimˈyl : stimule
            limitˈɑ̃ : limitant
              emˈɛʁʒ : émergents
              maʁˈɔk : maroc
           ɛ̃tʁanˈɛt : intranet
              ekutˈe : écouter
                nˈə- : ne
             lɑ̃pˈiʁ : l'empire
             lɑ̃ɡlˈɛ : l'anglais
           sɛ̃tɛʁˈɔʒ : s'interroge
           neɑ̃mwˈɛ̃ : néanmoins
           stˈœːʁlɪŋ : sterling
         diminysjˈɔ̃ : diminution
               ʃəvˈo : chevaux
                fˈaj : faille
            ʁəvˈɑ̃dʁ : revendre
             vwazˈin : voisine
                lˈob : l'aube
           fʁɑ̃kfˈɔʁ : francfort
               ʃosˈe : chaussée
            ʒˈɑ̃pˈɔl : jean-paul
         ʁəkɔnɛsˈɑ̃s : reconnaissance
          pɛʁmɛtʁˈɔ̃ : permettront
             ʁəvˈɑ̃t : revente
               abˈit : habite
               kyvˈe : cuvée
               ʁysˈi : russie
              mazdˈa : mazda
            lɛ̃stˈɑ̃ : l'instant
            otonɔmˈi : autonomie
              uvʁˈiʁ : ouvrir
             ʁeaʒˈiʁ : réagir
            manəkˈɛ̃ : mannequin
            pʁɑ̃dʁˈa : prendra
              depˈɑ̃ : dépend
       fʁekɑ̃tasjˈɔ̃ : fréquentation
            pʁɔvnˈɑ̃ : provenant
           ekivalˈɑ̃ : équivalent
             ɛstimˈɛ : estimait
          lepaʁnjˈɑ̃ : l'épargnant
            ʁədʁɛsˈe : redresser
             ɔlivjˈe : olivier
                sˈe- : ses
            səmˈɛstʁ : semestre
           ɛ̃kjetˈyd : inquiétudes
          pyilaɛtkˈo : puilaetco
              ʃinwˈa : chinois
             vɛʁvjˈe : verviers
           paʁkuʁˈiʁ : parcourir
             apʁuvˈe : approuvé
                dˈiʁ : dire
               alˈan : alan
               vˈivʁ : vivre
             lɔpozˈe : l'opposé
           ɛ̃tɛʁfˈas : interface
            dəvlˈɔpm : development
              etydˈi : étudie
             ɛkspˈoz : expose
              ʒozˈɛf : joseph
              pɑ̃ʃˈe : pencher
             esɛjˈɔ̃ : essayons
         sepaʁasjˈɔ̃ : séparation
                dˈɔs : dos
                iʁˈa : ira
             pˈiːtœʁ : peter
             ʁedyˈiz : réduisent
               azˈaʁ : hasard
            medəsˈin : médecine
              ʁulˈɑ̃ : roulant
              ʁəplˈi : repli
              lavˈɔ̃ : l'avons
                ləˈo : leo
                 vˈa : va
             syfiʁˈa : suffira
          inɔʒəntˈik : innogenetics
                bˈyt : but
              vɛʁnˈi : vernis
            ɑ̃tɔnjˈo : antonio
          apaʁtənˈɑ̃ : appartenant
               tʁˈup : troupes
           devenmˈɑ̃ : d'événements
               sjˈɛl : ciel
             amuʁˈøz : amoureuse
          lɛ̃tɛʁnˈɛt : l'internet
              tɔkjˈo : tokyo
               sˈabl : sable
          ɛɡzistˈɑ̃s : existence
               dəsˈu : dessous
            muskʁˈɔ̃ : mouscron
                epˈɛ : épais
             kyltˈiv : cultive
              dˈɔʁdʁ : d'ordre
             sɛsjˈɔ̃ : cession
             vulwˈaʁ : vouloir
           ʃaʁʒəmˈɑ̃ : chargement
             pɔsedˈe : posséder
            ynifˈɔʁm : uniforme
              etjˈɔ̃ : étions
     fɔ̃damɑ̃talmˈɑ̃ : fondamentalement
           paʁizjˈɛ̃ : parisien
              fotˈil : faut-il
              kɔ̃kˈi : conquis
            kaʁɔsʁˈi : carrosserie
              ɑ̃tˈuʁ : entoure
                ʃwˈa : choix
          sepaʁemˈɑ̃ : séparément
         ɑ̃vizaʒˈabl : envisageable
